,Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)",Sodium (mg),"Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts"
818,KFC,Miranda® Strawberry (16 fl oz),220,0.0,0.0,0.0,0.0,0,95,58.0,0.0,58,0.0,278.0
819,KFC,Miranda® Strawberry (20 fl oz),270,0.0,0.0,0.0,0.0,0,120,73.0,0.0,73,0.0,343.0
820,KFC,Miranda® Strawberry (30 fl oz),410,0.0,0.0,0.0,0.0,0,180,109.0,0.0,109,0.0,519.0
821,KFC,Mist Twst® (12 fl oz),150,0.0,0.0,0.0,0.0,0,35,41.0,0.0,41,0.0,191.0
822,KFC,Mist Twst® (16 fl oz),200,0.0,0.0,0.0,0.0,0,45,54.0,0.0,54,0.0,254.0
823,KFC,Mist Twst® (20 fl oz),260,0.0,0.0,0.0,0.0,0,55,68.0,0.0,68,0.0,328.0
824,KFC,Mist Twst® (30 fl oz),380,0.0,0.0,0.0,0.0,0,80,101.0,0.0,101,0.0,481.0
825,KFC,MNT DEW Sweet Lightning (20 fl oz),120,0.0,0.0,0.0,0.0,0,190,32.0,0.0,25,0.0,145.0
826,KFC,Mountain Dew® (12 fl oz),160,0.0,0.0,0.0,0.0,0,50,44.0,0.0,44,0.0,204.0
827,KFC,Mountain Dew® (16 fl oz),220,0.0,0.0,0.0,0.0,0,70,59.0,0.0,58,0.0,278.0
828,KFC,Mountain Dew® (20 fl oz),270,0.0,0.0,0.0,0.0,0,85,73.0,0.0,73,0.0,343.0
829,KFC,Mountain Dew® (30 fl oz),410,0.0,0.0,0.0,0.0,0,125,110.0,0.0,109,0.0,519.0
830,KFC,Mug Root Beer® (12 fl oz),140,0.0,0.0,0.0,0.0,0,45,39.0,0.0,39,0.0,179.0
831,KFC,Mug Root Beer® (16 fl oz),190,0.0,0.0,0.0,0.0,0,60,52.0,0.0,52,0.0,242.0
832,KFC,Mug Root Beer® (20 fl oz),240,0.0,0.0,0.0,0.0,0,75,65.0,0.0,65,0.0,305.0
833,KFC,Mug Root Beer® (30 fl oz),360,0.0,0.0,0.0,0.0,0,110,98.0,0.0,98,0.0,458.0
834,KFC,Pepsi Zero Sugar® (12 fl oz),0,0.0,0.0,0.0,0.0,0,35,0.0,0.0,0,0.0,0.0
835,KFC,Pepsi Zero Sugar® (16 fl oz),0,0.0,0.0,0.0,0.0,0,50,0.0,0.0,0,0.0,0.0
836,KFC,Pepsi Zero Sugar® (20 fl oz),0,0.0,0.0,0.0,0.0,0,60,0.0,0.0,0,0.0,0.0
837,KFC,Pepsi Zero Sugar® (30 fl oz),0,0.0,0.0,0.0,0.0,0,95,1.0,0.0,0,0.0,0.0
838,KFC,Pepsi® (12 fl oz),150,0.0,0.0,0.0,0.0,0,30,41.0,0.0,41,0.0,191.0
839,KFC,Pepsi® (16 fl oz),200,0.0,0.0,0.0,0.0,0,45,55.0,0.0,55,0.0,255.0
840,KFC,Pepsi® (20 fl oz),250,0.0,0.0,0.0,0.0,0,55,69.0,0.0,69,0.0,319.0
841,KFC,Pepsi® (30 fl oz),380,0.0,0.0,0.0,0.0,0,80,104.0,0.0,103,0.0,483.0
842,KFC,Sobe Lifewater Yumberry Pomegranate (12 fl oz),0,0.0,0.0,0.0,0.0,0,45,0.0,0.0,0,0.0,0.0
843,KFC,Sobe Lifewater Yumberry Pomegranate (16 fl oz),0,0.0,0.0,0.0,0.0,0,65,0.0,0.0,0,0.0,0.0
844,KFC,Sobe Lifewater Yumberry Pomegranate (20 fl oz),0,0.0,0.0,0.0,0.0,0,80,0.0,0.0,0,0.0,0.0
845,KFC,Sobe Lifewater Yumberry Pomegranate (30 fl oz),5,0.0,0.0,0.0,0.0,0,120,1.0,0.0,0,0.0,5.0
846,KFC,Strawberry Lemonade (1/2 Gallon),950,0.0,0.0,0.0,0.0,0,790,270.0,0.0,264,0.0,1214.0
847,KFC,Strawberry Lemonade (20 fl oz),170,0.0,0.0,0.0,0.0,0,130,45.0,0.0,44,0.0,214.0
848,KFC,Tropicana® Fruit Punch (12 fl oz),170,0.0,0.0,0.0,0.0,0,35,45.0,0.0,45,0.0,215.0
849,KFC,Tropicana® Fruit Punch (16 fl oz),230,0.0,0.0,0.0,0.0,0,45,60.0,0.0,60,0.0,290.0
850,KFC,Tropicana® Fruit Punch (20 fl oz),280,0.0,0.0,0.0,0.0,0,60,75.0,0.0,75,0.0,355.0
851,KFC,Tropicana® Fruit Punch (30 fl oz),420,0.0,0.0,0.0,0.0,0,90,113.0,0.0,112,0.0,532.0
852,KFC,Tropicana® Light Lemonade (12 fl oz),5,0.0,0.0,0.0,0.0,0,140,0.0,0.0,0,0.0,5.0
853,KFC,Tropicana® Light Lemonade (16 fl oz),10,0.0,0.0,0.0,0.0,0,190,0.0,0.0,0,0.0,10.0
854,KFC,Tropicana® Light Lemonade (20 fl oz),10,0.0,0.0,0.0,0.0,0,240,0.0,0.0,0,0.0,10.0
855,KFC,Tropicana® Light Lemonade (30 fl oz),15,0.0,0.0,0.0,0.0,0,350,1.0,0.0,0,0.0,15.0
856,KFC,Tropicana® Pink Lemonade (12 fl oz),150,0.0,0.0,0.0,0.0,0,160,40.0,0.0,40,0.0,190.0
857,KFC,Tropicana® Pink Lemonade (16 fl oz),210,0.0,0.0,0.0,0.0,0,210,53.0,0.0,53,0.0,263.0
858,KFC,Tropicana® Pink Lemonade (20 fl oz),260,0.0,0.0,0.0,0.0,0,260,67.0,0.0,67,0.0,327.0
859,KFC,Tropicana® Pink Lemonade (30 fl oz),390,0.0,0.0,0.0,0.0,0,390,100.0,0.0,100,0.0,490.0
860,KFC,Tropicana® Twister® Orange (12 fl oz),170,0.0,0.0,0.0,0.0,0,35,46.0,0.0,46,0.0,216.0
861,KFC,Tropicana® Twister® Orange (16 fl oz),230,0.0,0.0,0.0,0.0,0,50,61.0,0.0,61,0.0,291.0
862,KFC,Tropicana® Twister® Orange (20 fl oz),290,0.0,0.0,0.0,0.0,0,60,76.0,0.0,76,0.0,366.0
863,KFC,Tropicana® Twister® Orange (30 fl oz),430,0.0,0.0,0.0,0.0,0,90,115.0,0.0,114,0.0,544.0
864,KFC,Wild Cherry Pepsi® (12 fl oz),160,0.0,0.0,0.0,0.0,0,30,42.0,0.0,42,0.0,202.0
865,KFC,Wild Cherry Pepsi® (16 fl oz),210,0.0,0.0,0.0,0.0,0,40,56.0,0.0,56,0.0,266.0
866,KFC,Wild Cherry Pepsi® (20 fl oz),260,0.0,0.0,0.0,0.0,0,50,70.0,0.0,70,0.0,330.0
867,KFC,Wild Cherry Pepsi® (30 fl oz),390,0.0,0.0,0.0,0.0,0,80,105.0,0.0,105,0.0,495.0
868,KFC,Country Fried Steak without Peppered White Gravy,360,0.0,24.0,7.0,1.0,35,750,22.0,2.0,0,13.0,354.0
869,KFC,Country Fried Steak with Peppered White Gravy,390,0.0,26.0,7.0,1.0,35,910,26.0,2.0,0,13.0,384.0
870,KFC,KFC® Gizzards,300,0.0,16.0,2.0,0.0,210,770,18.0,0.0,0,20.0,282.0
871,KFC,KFC® Livers,230,0.0,13.0,2.5,0.0,285,750,12.0,0.0,0,17.0,215.5
872,Taco Bell,Bacon Club Chalupa,440,240.0,27.0,5.0,0.0,50,840,31.0,2.0,3,20.0,0.0
873,Taco Bell,Blue Raspberry Freeze™ (16 oz),120,0.0,0.0,0.0,0.0,0,35,30.0,0.0,30,0.0,0.0
874,Taco Bell,Blue Raspberry Freeze™ (20 oz),150,0.0,0.0,0.0,0.0,0,40,38.0,0.0,38,0.0,0.0
875,Taco Bell,Loaded Nacho Taco,250,110.0,12.0,4.5,0.0,25,610,24.0,3.0,2,10.0,0.0
876,Taco Bell,Midnight Berry Freeze™ (16 oz),140,0.0,0.0,0.0,0.0,0,35,35.0,0.0,34,0.0,0.0
877,Taco Bell,Midnight Berry Freeze™ (20 oz),170,0.0,0.0,0.0,0.0,0,40,43.0,0.0,42,0.0,0.0
878,Taco Bell,Nacho Fries,320,160.0,18.0,1.5,0.0,0,630,35.0,4.0,2,4.0,0.0
879,Taco Bell,Nacho Fries BellGrande®,710,360.0,40.0,6.0,0.0,30,1440,73.0,10.0,4,13.0,0.0
880,Taco Bell,Black Bean Chalupa – Online Exclusive,330,140.0,15.0,3.0,0.0,10,430,39.0,5.0,3,10.0,0.0
881,Taco Bell,Black Bean Quesarito – Online Exclusive,630,270.0,29.0,10.0,0.0,35,1260,73.0,7.0,5,19.0,0.0
882,Taco Bell,Quesarito – Online Exclusive,650,300.0,33.0,12.0,0.5,55,1390,67.0,6.0,5,22.0,0.0
883,Taco Bell,Chalupa Supreme® – Beef,350,170.0,18.0,5.0,0.0,25,560,33.0,4.0,3,13.0,0.0
884,Taco Bell,Chalupa Supreme® – Chicken,330,140.0,15.0,3.5,0.0,35,560,31.0,2.0,3,16.0,0.0
885,Taco Bell,Chalupa Supreme® – Steak,330,140.0,16.0,4.0,0.0,30,530,32.0,2.0,3,15.0,0.0
886,Taco Bell,Cheesy Gordita Crunch,500,250.0,28.0,10.0,0.5,55,850,41.0,5.0,4,20.0,0.0
887,Taco Bell,Crunchy Taco,170,80.0,9.0,3.5,0.0,25,310,13.0,3.0,0,8.0,0.0
888,Taco Bell,Crunchy Taco Supreme®,190,100.0,11.0,4.5,0.0,25,340,15.0,3.0,2,8.0,0.0
889,Taco Bell,Loaded Nacho Taco (New),250,110.0,12.0,4.5,0.0,25,610,24.0,3.0,2,10.0,0.0
890,Taco Bell,Nacho Cheese Doritos® Locos Taco,170,80.0,9.0,3.5,0.0,25,360,13.0,3.0,0,8.0,0.0
891,Taco Bell,Nacho Cheese Doritos® Locos Taco Supreme®,190,100.0,11.0,4.5,0.0,30,380,15.0,3.0,2,8.0,0.0
892,Taco Bell,Soft Taco – Beef,180,80.0,9.0,4.0,0.0,25,500,17.0,3.0,1,9.0,0.0
893,Taco Bell,Soft Taco – Chicken,160,50.0,5.0,2.5,0.0,30,500,16.0,1.0,1,12.0,0.0
894,Taco Bell,Soft Taco Supreme® – Beef,210,90.0,10.0,5.0,0.0,25,520,20.0,3.0,2,10.0,0.0
895,Taco Bell,Soft Taco Supreme® – Chicken,180,60.0,7.0,3.5,0.0,35,520,18.0,2.0,2,13.0,0.0
896,Taco Bell,Bean Burrito (V),350,80.0,9.0,3.5,0.0,5,1000,54.0,11.0,3,13.0,0.0
897,Taco Bell,Beefy 5-Layer Burrito,490,160.0,18.0,7.0,0.0,30,1250,63.0,9.0,5,18.0,0.0
898,Taco Bell,Burrito Supreme® – Beef,390,130.0,14.0,6.0,0.0,25,1110,51.0,9.0,4,16.0,0.0
899,Taco Bell,Burrito Supreme® – Chicken,370,100.0,11.0,4.5,0.0,35,1110,49.0,8.0,4,19.0,0.0
900,Taco Bell,Burrito Supreme® – Steak,370,110.0,12.0,5.0,0.0,30,1090,49.0,7.0,4,18.0,0.0
901,Taco Bell,Chili Cheese Burrito (regional),370,150.0,17.0,8.0,0.0,35,970,40.0,4.0,2,16.0,0.0
902,Taco Bell,Quesarito – Beef,650,300.0,33.0,12.0,0.5,55,1390,67.0,6.0,5,22.0,0.0
903,Taco Bell,Quesarito – Chicken,620,270.0,29.0,11.0,0.0,65,1390,66.0,4.0,4,25.0,0.0
904,Taco Bell,Quesarito – Steak,630,270.0,30.0,11.0,0.0,60,1370,66.0,4.0,4,24.0,0.0
905,Taco Bell,Chips and Nacho Cheese Sauce (V),220,120.0,13.0,1.5,0.0,0,250,24.0,2.0,2,2.0,0.0
906,Taco Bell,Nacho Fries (V) (New),320,160.0,18.0,1.5,0.0,0,630,35.0,4.0,2,4.0,0.0
907,Taco Bell,Nacho Fries BellGrande® (New),710,360.0,40.0,6.0,0.0,30,1440,73.0,10.0,4,13.0,0.0
908,Taco Bell,Nachos BellGrande® – Beef,740,340.0,38.0,7.0,0.0,25,1050,82.0,15.0,5,16.0,0.0
909,Taco Bell,Nachos BellGrande® – Chicken,720,310.0,35.0,6.0,0.0,35,1050,81.0,14.0,5,20.0,0.0
910,Taco Bell,Nachos BellGrande® – Steak,720,320.0,36.0,6.0,0.0,30,1030,81.0,14.0,5,19.0,0.0
911,Taco Bell,Beef Quesarito,650,300.0,33.0,12.0,0.5,55,1390,67.0,6.0,5,22.0,0.0
912,Taco Bell,Black Bean Quesarito (V),630,270.0,29.0,10.0,0.0,35,1260,73.0,7.0,5,19.0,0.0
913,Taco Bell,Quesadilla – Cheese (V),470,230.0,25.0,12.0,0.5,50,990,37.0,4.0,2,19.0,0.0
914,Taco Bell,Quesadilla – Chicken,510,240.0,26.0,12.0,0.5,75,1250,38.0,4.0,2,27.0,0.0
915,Taco Bell,Quesadilla – Steak,520,240.0,27.0,12.0,0.5,70,1230,38.0,4.0,2,27.0,0.0
916,Taco Bell,Bacon Club Chalupa – Specialties,440,240.0,27.0,5.0,0.0,50,840,31.0,2.0,3,20.0,0.0
917,Taco Bell,Black Bean Chalupa – Specialties,330,140.0,15.0,3.0,0.0,10,430,39.0,5.0,3,10.0,0.0
918,Taco Bell,Black Bean Crunchwrap Supreme – Specialties,510,160.0,17.0,4.5,0.0,5,1080,77.0,8.0,6,13.0,0.0
919,Taco Bell,Black Bean Quesarito – Specialties,630,270.0,29.0,10.0,0.0,35,1260,73.0,7.0,5,19.0,0.0
920,Taco Bell,Chalupa Supreme® – Specialties,350,170.0,18.0,5.0,0.0,25,560,33.0,4.0,3,13.0,0.0
921,Taco Bell,Cheesy Gordita Crunch – Specialties,500,250.0,28.0,10.0,0.5,55,850,41.0,5.0,4,20.0,0.0
922,Taco Bell,Cheesy Roll Up – Specialties,180,80.0,9.0,5.0,0.0,20,430,15.0,2.0,0,9.0,0.0
923,Taco Bell,Crunchwrap Supreme® – Specialties,530,190.0,21.0,6.0,0.0,25,1200,71.0,6.0,6,16.0,0.0
924,Taco Bell,Crunchy Taco – Specialties,170,80.0,9.0,3.5,0.0,25,310,13.0,3.0,0,8.0,0.0
925,Taco Bell,Nacho Cheese Doritos® Locos Taco – Specialties,170,80.0,9.0,3.5,0.0,25,360,13.0,3.0,0,8.0,0.0
926,Taco Bell,Nachos BellGrande® – Specialties,740,340.0,38.0,7.0,0.0,25,1050,82.0,15.0,5,16.0,0.0
927,Taco Bell,Power Menu Bowl – Specialties,470,170.0,19.0,6.0,0.0,70,1200,50.0,7.0,2,26.0,0.0
928,Taco Bell,Quesadilla – Specialties,510,240.0,26.0,12.0,0.5,75,1250,38.0,4.0,2,27.0,0.0
929,Taco Bell,Quesarito – Specialties,650,300.0,33.0,12.0,0.5,55,1390,67.0,6.0,5,22.0,0.0
930,Taco Bell,Soft Taco – Specialties,180,80.0,9.0,4.0,0.0,25,500,17.0,3.0,1,9.0,0.0
931,Taco Bell,Soft Taco Supreme – Specialties,210,90.0,10.0,5.0,0.0,25,520,20.0,3.0,2,10.0,0.0
932,Taco Bell,Veggie Power Menu Bowl – Specialties,430,160.0,17.0,5.0,0.0,20,810,57.0,10.0,2,12.0,0.0
933,Taco Bell,Black Beans & Rice (V),170,30.0,3.5,0.0,0.0,0,320,31.0,4.0,0,4.0,0.0
934,Taco Bell,Black Beans (V),50,10.0,1.0,0.0,0.0,0,135,8.0,3.0,0,2.0,0.0
935,Taco Bell,Cinnabon® Delights™ (2 Pk) (V),160,80.0,9.0,2.0,0.0,5,80,17.0,0.0,10,2.0,0.0
936,Taco Bell,Cinnabon® Delights™ (12 Pk – Serves 4) (V),930,480.0,53.0,13.0,2.0,40,480,104.0,3.0,59,9.0,0.0
937,Taco Bell,Cinnamon Twists (V),170,50.0,6.0,0.0,0.0,0,210,27.0,0.0,13,1.0,0.0
938,Taco Bell,Diablo Sauce Packet (V),0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,0,0.0,0.0
939,Taco Bell,Fire Sauce Packet (V),0,0.0,0.0,0.0,0.0,0,55,0.0,0.0,0,0.0,0.0
940,Taco Bell,Hot Sauce Packet (V),0,0.0,0.0,0.0,0.0,0,45,0.0,0.0,0,0.0,0.0
941,Taco Bell,Mild Sauce Packet (V),0,0.0,0.0,0.0,0.0,0,30,0.0,0.0,0,0.0,0.0
942,Taco Bell,Blue Raspberry Freeze™ (16 oz) (New),120,0.0,0.0,0.0,0.0,0,35,30.0,0.0,30,0.0,0.0
943,Taco Bell,Blue Raspberry Freeze™ (20 oz) (New),150,0.0,0.0,0.0,0.0,0,40,38.0,0.0,38,0.0,0.0
944,Taco Bell,Dragon Fruit Freeze (16 oz),190,0.0,0.0,0.0,0.0,0,50,49.0,0.0,47,0.0,0.0
945,Taco Bell,Dragon Fruit Freeze (20 oz),230,0.0,0.0,0.0,0.0,0,60,59.0,0.0,57,0.0,0.0
946,Taco Bell,Lowfat Milk – CA (Regional),100,20.0,2.0,1.5,0.0,10,130,13.0,0.0,12,9.0,0.0
947,Taco Bell,Lowfat Milk – Federal (Regional),80,20.0,2.0,1.5,0.0,10,100,10.0,0.0,9,7.0,0.0
948,Taco Bell,Midnight Berry Freeze™ (16 oz) (New),140,0.0,0.0,0.0,0.0,0,35,35.0,0.0,34,0.0,0.0
949,Taco Bell,Midnight Berry Freeze™ (20 oz) (New),170,0.0,0.0,0.0,0.0,0,40,43.0,0.0,42,0.0,0.0
950,Taco Bell,Mtn Dew® Baja Blast Freeze™ (16 oz),150,0.0,0.0,0.0,0.0,0,45,41.0,0.0,41,0.0,0.0
951,Taco Bell,Mtn Dew® Baja Blast Freeze™ (20 oz),190,0.0,0.0,0.0,0.0,0,55,51.0,0.0,51,0.0,0.0
952,Taco Bell,Orange Juice,140,0.0,0.0,0.0,0.0,0,20,33.0,0.0,28,2.0,0.0
953,Taco Bell,Premium Hot Coffee,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2.0,0.0
954,Taco Bell,Regular Iced Coffee,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2.0,0.0
955,Taco Bell,Water,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0
956,Taco Bell,Wild Strawberry Freeze™ (16 oz),150,0.0,0.0,0.0,0.0,0,40,41.0,0.0,41,0.0,0.0
957,Taco Bell,Wild Strawberry Freeze™ (20 oz),190,0.0,0.0,0.0,0.0,0,55,51.0,0.0,51,0.0,0.0
958,Taco Bell,Beef Burrito – Value Menu,430,170.0,19.0,5.0,0.0,20,970,51.0,4.0,3,12.0,0.0
959,Taco Bell,Cheesy Bean & Rice Burrito – Value Menu,420,140.0,16.0,4.0,0.0,0,880,56.0,7.0,3,10.0,0.0
960,Taco Bell,Cheesy Roll Up – Value Menu,180,80.0,9.0,5.0,0.0,20,430,15.0,2.0,0,9.0,0.0
961,Taco Bell,Chicken Chipotle Melt – Value Menu,190,80.0,9.0,3.0,0.0,35,530,15.0,1.0,0,12.0,0.0
962,Taco Bell,Chips and Nacho Cheese Sauce – Value Menu,220,120.0,13.0,1.5,0.0,0,250,24.0,2.0,2,2.0,0.0
963,Taco Bell,Cinnamon Twists – Value Menu,170,50.0,6.0,0.0,0.0,0,210,27.0,0.0,13,1.0,0.0
964,Taco Bell,Loaded Nacho Taco – Value Menu,250,110.0,12.0,4.5,0.0,25,610,24.0,3.0,2,10.0,0.0
965,Taco Bell,Bean Burrito,350,80.0,9.0,3.5,0.0,5,1000,54.0,11.0,3,13.0,0.0
966,Taco Bell,Black Bean Chalupa,330,140.0,15.0,3.0,0.0,10,430,39.0,5.0,3,10.0,0.0
967,Taco Bell,Black Bean Crunchwrap Supreme,510,160.0,17.0,4.5,0.0,5,1080,77.0,8.0,6,13.0,0.0
968,Taco Bell,Black Bean Quesarito,630,270.0,29.0,10.0,0.0,35,1260,73.0,7.0,5,19.0,0.0
969,Taco Bell,Black Beans & Rice,170,30.0,3.5,0.0,0.0,0,320,31.0,4.0,0,4.0,0.0
970,Taco Bell,Cheese Quesadilla,470,230.0,25.0,12.0,0.5,50,990,37.0,4.0,2,19.0,0.0
971,Taco Bell,Cheesy Bean & Rice Burrito,420,140.0,16.0,4.0,0.0,0,880,56.0,7.0,3,10.0,0.0
972,Taco Bell,Cheesy Roll Up,180,80.0,9.0,5.0,0.0,20,430,15.0,2.0,0,9.0,0.0
973,Taco Bell,Chips and Nacho Cheese Sauce,220,120.0,13.0,1.5,0.0,0,250,24.0,2.0,2,2.0,0.0
974,Taco Bell,Cinnabon® Delights™ (2 Pack),160,80.0,9.0,2.0,0.0,5,80,17.0,0.0,10,2.0,0.0
975,Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4),930,480.0,53.0,13.0,2.0,40,480,104.0,3.0,59,9.0,0.0
976,Taco Bell,Cinnamon Twists,170,50.0,6.0,0.0,0.0,0,210,27.0,0.0,13,1.0,0.0
977,Taco Bell,Hash Brown,160,100.0,12.0,1.0,0.0,0,270,13.0,2.0,0,1.0,0.0
978,Taco Bell,Power Menu Bowl – Veggie,430,160.0,17.0,5.0,0.0,20,810,57.0,10.0,2,12.0,0.0
979,Taco Bell,Power Menu Bowl – Chicken,470,170.0,19.0,6.0,0.0,70,1200,50.0,7.0,2,26.0,0.0
980,Taco Bell,Power Menu Bowl – Steak,480,180.0,20.0,7.0,0.0,60,1150,51.0,7.0,2,25.0,0.0
981,Taco Bell,Power Menu Bowl – Veggie (V),430,160.0,17.0,5.0,0.0,20,810,57.0,10.0,2,12.0,0.0
982,Taco Bell,Breakfast Crunchwrap – Bacon,670,370.0,41.0,12.0,0.0,140,1270,50.0,4.0,3,21.0,0.0
983,Taco Bell,Breakfast Crunchwrap – Sausage,720,430.0,47.0,15.0,0.0,145,1210,51.0,4.0,3,21.0,0.0
984,Taco Bell,Breakfast Crunchwrap – Steak,660,350.0,38.0,12.0,0.0,145,1300,51.0,4.0,3,24.0,0.0
985,Taco Bell,Breakfast Salsa Packet (V),0,0.0,0.0,0.0,0.0,0,50,0.0,0.0,0,0.0,0.0
986,Taco Bell,Cheesy Toasted Breakfast Burrito – Bacon,350,150.0,16.0,4.5,0.0,115,870,36.0,2.0,3,13.0,0.0
987,Taco Bell,Cheesy Toasted Breakfast Burrito – Fiesta Potato (V),340,130.0,14.0,3.5,0.0,100,750,43.0,3.0,3,10.0,0.0
988,Taco Bell,Cheesy Toasted Breakfast Burrito – Sausage,340,160.0,17.0,5.0,0.0,110,730,36.0,2.0,3,11.0,0.0
989,Taco Bell,Cinnabon® Delights™ (2 Pack) (V),160,80.0,9.0,2.0,0.0,5,80,17.0,0.0,10,2.0,0.0
990,Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4) (V),930,480.0,53.0,13.0,2.0,40,480,104.0,3.0,59,9.0,0.0
991,Taco Bell,Grande Toasted Breakfast Burrito – Bacon,560,270.0,30.0,10.0,0.0,230,1290,49.0,4.0,3,24.0,0.0
992,Taco Bell,Grande Toasted Breakfast Burrito – Sausage,560,280.0,31.0,10.0,0.0,230,1150,49.0,4.0,3,22.0,0.0
993,Taco Bell,Grande Toasted Breakfast Burrito – Steak,560,250.0,28.0,9.0,0.0,240,1310,50.0,4.0,3,27.0,0.0
994,Taco Bell,Hash Brown (V),160,100.0,12.0,1.0,0.0,0,270,13.0,2.0,0,1.0,0.0
995,Taco Bell,Hash Brown Toasted Breakfast Burrito – Bacon,570,300.0,33.0,10.0,0.0,135,1270,49.0,4.0,2,21.0,0.0
996,Taco Bell,Hash Brown Toasted Breakfast Burrito – Sausage,570,300.0,34.0,10.0,0.0,130,1130,49.0,4.0,2,18.0,0.0
997,Taco Bell,Hash Brown Toasted Breakfast Burrito – Steak,570,270.0,30.0,9.0,0.0,140,1290,50.0,4.0,2,24.0,0.0
998,Taco Bell,7-Up (16 fl oz),190,0.0,0.0,0.0,0.0,70,46,0.0,0.0,46,0.0,0.0
999,Taco Bell,Brisk® Mango Iced Tea (16 fl oz),100,0.0,0.0,0.0,0.0,50,26,0.0,0.0,26,0.0,0.0
1000,Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0,0.0,0.0,0.0,0.0,60,0,0.0,0.0,0,0.0,0.0
1001,Taco Bell,Diet Dr Pepper® (16 fl oz),0,0.0,0.0,0.0,0.0,95,0,0.0,0.0,0,0.0,0.0
1002,Taco Bell,Diet Mtn Dew® (16 fl oz),5,0.0,0.0,0.0,0.0,75,1,0.0,0.0,1,0.0,0.0
1003,Taco Bell,Diet Pepsi® (16 fl oz),0,0.0,0.0,0.0,0.0,75,0,0.0,0.0,0,0.0,0.0
1004,Taco Bell,Dr Pepper® (16 fl oz),190,0.0,0.0,0.0,0.0,60,52,0.0,0.0,51,0.0,0.0
1005,Taco Bell,G2 – Fruit Punch (16 fl oz),30,0.0,0.0,0.0,0.0,140,7,0.0,0.0,6,0.0,0.0
1006,Taco Bell,Mtn Dew® (16 fl oz),220,0.0,0.0,0.0,0.0,70,59,0.0,0.0,58,0.0,0.0
1007,Taco Bell,Mtn Dew® Baja Blast™ (16 fl oz),220,0.0,0.0,0.0,0.0,65,59,0.0,0.0,59,0.0,0.0
1008,Taco Bell,Mtn Dew® Baja Blast Zero Sugar (16 fl oz),5,0.0,0.0,0.0,0.0,70,0,0.0,0.0,0,0.0,0.0
1009,Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (16 fl oz),70,0.0,0.0,0.0,0.0,75,18,0.0,0.0,18,0.0,0.0
1010,Taco Bell,Mug® Root Beer (16 fl oz),190,0.0,0.0,0.0,0.0,60,52,0.0,0.0,52,0.0,0.0
1011,Taco Bell,Pepsi® (16 fl oz),200,0.0,0.0,0.0,0.0,45,55,0.0,0.0,55,0.0,0.0
1012,Taco Bell,Pepsi® Wild Cherry (16 fl oz),210,0.0,0.0,0.0,0.0,40,56,0.0,0.0,56,0.0,0.0
1013,Taco Bell,Pepsi® Zero Sugar (16 fl oz),0,0.0,0.0,0.0,0.0,85,0,0.0,0.0,0,0.0,0.0
1014,Taco Bell,Sierra Mist® (16 fl oz),200,0.0,0.0,0.0,0.0,45,54,0.0,0.0,54,0.0,0.0
1015,Taco Bell,Tropicana® Pink Lemonade (16 fl oz),210,0.0,0.0,0.0,0.0,210,53,0.0,0.0,53,0.0,0.0
1016,Taco Bell,7-Up (20 fl oz),240,0.0,0.0,0.0,0.0,85,58,0.0,0.0,58,0.0,0.0
1017,Taco Bell,Brisk® Mango Iced Tea (20 fl oz),120,0.0,0.0,0.0,0.0,60,32,0.0,0.0,32,0.0,0.0
1018,Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0,0.0,0.0,0.0,0.0,75,0,0.0,0.0,0,0.0,0.0
1019,Taco Bell,Diet Dr Pepper® (20 fl oz),0,0.0,0.0,0.0,0.0,120,0,0.0,0.0,0,0.0,0.0
1020,Taco Bell,Diet Mtn Dew® (20 fl oz),10,0.0,0.0,0.0,0.0,90,1,0.0,0.0,1,0.0,0.0
1021,Taco Bell,Diet Pepsi® (20 fl oz),0,0.0,0.0,0.0,0.0,95,0,0.0,0.0,0,0.0,0.0
1022,Taco Bell,Dr Pepper® (20 fl oz),240,0.0,0.0,0.0,0.0,75,65,0.0,0.0,64,0.0,0.0
1023,Taco Bell,G2 – Fruit Punch (20 fl oz),35,0.0,0.0,0.0,0.0,180,9,0.0,0.0,8,0.0,0.0
1024,Taco Bell,Mtn Dew® (20 fl oz),270,0.0,0.0,0.0,0.0,85,73,0.0,0.0,73,0.0,0.0
1025,Taco Bell,Mtn Dew® Baja Blast™ (20 fl oz),280,0.0,0.0,0.0,0.0,80,74,0.0,0.0,73,0.0,0.0
1026,Taco Bell,Mtn Dew® Baja Blast Zero Sugar (20 fl oz),10,0.0,0.0,0.0,0.0,85,0,0.0,0.0,0,0.0,0.0
